"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.corpus_id","Input.file_id","Input.token_id","Input.sentence","Input.token","Input.begin","Input.end","Answer.sentiment.label","Approve","Reject"
"3HXCEECSQMT70MEB5X2ITZH9OE8ZY9","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:32 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:32 PDT 2020","","","3OVHNO1VE616OVHDZ4K55Y2TAZUZDM","A171S8E9IFSHH2","Submitted","Thu Jul 02 04:00:22 PDT 2020","Thu Jul 02 04:00:29 PDT 2020","Sun Jul 05 04:00:29 PDT 2020","","","","7","99% (243/245)","100% (17/17)","0% (0/0)","bible","EZE","03:12","Then the Spirit lifted me up, and I heard behind me the voice of a great rushing, saying, Blessed be the glory of Yahweh from his place.","glory","105","110","Neutral"
"3HXCEECSQMT70MEB5X2ITZH9OE8ZY9","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:32 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:32 PDT 2020","","","3WEV0KO0OMS9NJVZ4CQX955QNKTDSU","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:43:11 PDT 2020","Thu Jul 02 03:45:19 PDT 2020","Sun Jul 05 03:45:19 PDT 2020","","","","128","0% (0/0)","0% (0/0)","0% (0/0)","bible","EZE","03:12","Then the Spirit lifted me up, and I heard behind me the voice of a great rushing, saying, Blessed be the glory of Yahweh from his place.","glory","105","110","Very Easy"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","33CUSNVVNNCFN4KZ969C6MRO0ZS88M","A1PBRKFHSF1OF8","Submitted","Thu Jul 02 04:15:48 PDT 2020","Thu Jul 02 04:15:52 PDT 2020","Sun Jul 05 04:15:52 PDT 2020","","","","4","0% (0/2)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Very Easy"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","374TNBHA8BV08EBD84O6RQ0QNKHQYT","A2541C8MY0BYV3","Submitted","Thu Jul 02 04:20:47 PDT 2020","Thu Jul 02 04:21:12 PDT 2020","Sun Jul 05 04:21:12 PDT 2020","","","","25","100% (8/8)","100% (8/8)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Easy"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","38BQUHLA9W0XTL9JAO8R8QIJZ9HMON","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:28:50 PDT 2020","Thu Jul 02 03:30:41 PDT 2020","Sun Jul 05 03:30:41 PDT 2020","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Easy"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","3GS6S824SQXBGC3LDBE12ZK571TNW3","A10443E11ZWEHJ","Submitted","Thu Jul 02 04:08:27 PDT 2020","Thu Jul 02 04:08:33 PDT 2020","Sun Jul 05 04:08:33 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Very Easy"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","3N8OEVH1FRQLTOUVN4N40U7OU9WOO4","A2H0VR477QHYO7","Submitted","Thu Jul 02 03:34:05 PDT 2020","Thu Jul 02 03:34:34 PDT 2020","Sun Jul 05 03:34:34 PDT 2020","","","","29","95% (35/37)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Easy"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","3NC5L260MOMRNBH2O14ED0YA286OFJ","A2QT3PLP9RR3K0","Submitted","Thu Jul 02 03:48:31 PDT 2020","Thu Jul 02 03:51:17 PDT 2020","Sun Jul 05 03:51:17 PDT 2020","","","","166","0% (0/0)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Difficult"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","3OB0CAO74HPNVLCAPE1CIC8PWXMYH6","A1TW2BZRRS874Z","Submitted","Thu Jul 02 04:34:07 PDT 2020","Thu Jul 02 04:35:06 PDT 2020","Sun Jul 05 04:35:06 PDT 2020","","","","59","0% (0/0)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Difficult"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","3WEV0KO0OMS9NJVZ4CQX955QNKUSDA","A3CZ9T0BO40T0","Submitted","Thu Jul 02 03:53:47 PDT 2020","Thu Jul 02 03:54:10 PDT 2020","Sun Jul 05 03:54:10 PDT 2020","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Difficult"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","3X08E93BHVI5FCINNCFG2UZ6O9D66D","A1L2N1X8U8Z3W7","Submitted","Thu Jul 02 04:23:23 PDT 2020","Thu Jul 02 04:23:34 PDT 2020","Sun Jul 05 04:23:34 PDT 2020","","","","11","88% (46/52)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Easy"
"3HXK2V1N4KFH8KQZMK7YZO0YY9K2G7","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:28 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:28 PDT 2020","","","3ZAZR5XV01IWJ3BZZ8PULSKBPZKZCO","A1V32PABM8W3KZ","Submitted","Thu Jul 02 04:26:40 PDT 2020","Thu Jul 02 04:27:03 PDT 2020","Sun Jul 05 04:27:03 PDT 2020","","","","23","80% (4/5)","0% (0/0)","0% (0/0)","bible","HEB","01:13","But which of the angels has he told at any time, ""Sit at my right hand, until I make your enemies the footstool of your feet?""","footstool","102","111","Very Difficult"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","31LM9EDVOLSPAS3M6CVMD9QX55JJN3","A1PBRKFHSF1OF8","Submitted","Thu Jul 02 03:51:20 PDT 2020","Thu Jul 02 03:51:24 PDT 2020","Sun Jul 05 03:51:24 PDT 2020","","","","4","0% (0/2)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Very Easy"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","35USIKEBNRGDMXOFMT1X45LSJZ2N64","A29XYWTD63Z7BS","Submitted","Thu Jul 02 04:31:58 PDT 2020","Thu Jul 02 04:32:04 PDT 2020","Sun Jul 05 04:32:04 PDT 2020","","","","6","100% (61/61)","100% (37/37)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Easy"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3634BBTX0OUHRP6ZQ6R9T32OQZBIFM","A1L2N1X8U8Z3W7","Submitted","Thu Jul 02 04:30:41 PDT 2020","Thu Jul 02 04:31:09 PDT 2020","Sun Jul 05 04:31:09 PDT 2020","","","","28","88% (46/52)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Difficult"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","378XPAWRUCDMVYPRFQ5HF2RXTJUAIX","A3CZ9T0BO40T0","Submitted","Thu Jul 02 03:40:48 PDT 2020","Thu Jul 02 03:40:54 PDT 2020","Sun Jul 05 03:40:54 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Difficult"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3AMYWKA6YBMV4IORN81AJULX9956O0","A10443E11ZWEHJ","Submitted","Thu Jul 02 04:00:15 PDT 2020","Thu Jul 02 04:00:25 PDT 2020","Sun Jul 05 04:00:25 PDT 2020","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Difficult"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3COPXFW7XBCKOXLH4C8QIDV5K9KPK4","A98E8M4QLI9RS","Submitted","Thu Jul 02 03:53:34 PDT 2020","Thu Jul 02 03:53:40 PDT 2020","Sun Jul 05 03:53:40 PDT 2020","","","","6","100% (4/4)","100% (2/2)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Difficult"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3DHE4R9OCWBJU4OSCNCZO8VJ2IDG27","A38OC7U7R8JYLI","Submitted","Thu Jul 02 04:18:08 PDT 2020","Thu Jul 02 04:18:16 PDT 2020","Sun Jul 05 04:18:16 PDT 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Very Easy"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3KJYX6QCM9B2IXCV83HDNQKAR8OVJZ","A1V32PABM8W3KZ","Submitted","Thu Jul 02 04:33:49 PDT 2020","Thu Jul 02 04:34:47 PDT 2020","Sun Jul 05 04:34:47 PDT 2020","","","","58","80% (4/5)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Difficult"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3KOPY89HM82I6OACOTB74VSR0OQJ3L","A3T4W347Z2MNUX","Submitted","Thu Jul 02 03:31:37 PDT 2020","Thu Jul 02 03:31:45 PDT 2020","Sun Jul 05 03:31:45 PDT 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Neutral"
"3I01FDIL6M8EW0G8KU6QT3X1LH42DX","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3SNVL38CI4S1U8CDZ7MKYDWYLQ4KCK","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:40:55 PDT 2020","Thu Jul 02 03:43:11 PDT 2020","Sun Jul 05 03:43:11 PDT 2020","","","","136","0% (0/0)","0% (0/0)","0% (0/0)","bible","2SA","22:34","He makes his feet like hinds' feet, and sets me on my high places.","hinds","23","28","Very Difficult"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","33PPO7FECVFKT5S3Z0WJ53Z3EMSDI3","A2H0VR477QHYO7","Submitted","Thu Jul 02 03:56:13 PDT 2020","Thu Jul 02 03:56:28 PDT 2020","Sun Jul 05 03:56:28 PDT 2020","","","","15","95% (35/37)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Neutral"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","36W0OB37HWEN0BMFL03VWJHR2RPHZF","AGLWVLB5MGEKN","Submitted","Thu Jul 02 04:15:23 PDT 2020","Thu Jul 02 04:15:30 PDT 2020","Sun Jul 05 04:15:30 PDT 2020","","","","7","100% (3/3)","100% (3/3)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Neutral"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","37TRT2X24QRN9JEP3MQDMEQ3OG6JBF","A1PBRKFHSF1OF8","Submitted","Thu Jul 02 04:09:43 PDT 2020","Thu Jul 02 04:09:47 PDT 2020","Sun Jul 05 04:09:47 PDT 2020","","","","4","0% (0/2)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Neutral"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","38F71OA9GTW3N8WQBLP1LW9578TFMX","A1GD7ISOXO1XFZ","Submitted","Thu Jul 02 04:06:23 PDT 2020","Thu Jul 02 04:06:35 PDT 2020","Sun Jul 05 04:06:35 PDT 2020","","","","12","100% (14/14)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Very Easy"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","3EJJQNKU9R5EYK0OBJ9IAGFSTA6RHW","A1TW2BZRRS874Z","Submitted","Thu Jul 02 04:21:57 PDT 2020","Thu Jul 02 04:22:16 PDT 2020","Sun Jul 05 04:22:16 PDT 2020","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Easy"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","3GM6G9ZBKNXD6DER65UQ20O6YH0TMI","A3CZ9T0BO40T0","Submitted","Thu Jul 02 03:58:56 PDT 2020","Thu Jul 02 03:59:01 PDT 2020","Sun Jul 05 03:59:01 PDT 2020","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Neutral"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","3J2UYBXQQLCA11W8LNZZTTPFB6R066","A3E18P15E4GSG6","Submitted","Thu Jul 02 04:29:15 PDT 2020","Thu Jul 02 04:29:22 PDT 2020","Sun Jul 05 04:29:22 PDT 2020","","","","7","100% (1/1)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Difficult"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","3QAVNHZ3EM4OLZXX0T2U7IJPANOLAM","A2QT3PLP9RR3K0","Submitted","Thu Jul 02 03:42:50 PDT 2020","Thu Jul 02 03:45:29 PDT 2020","Sun Jul 05 03:45:29 PDT 2020","","","","159","0% (0/0)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Very Easy"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","3QJOXOW4XJRBHUWUGA5V3EO5V7EEME","A10443E11ZWEHJ","Submitted","Thu Jul 02 04:03:10 PDT 2020","Thu Jul 02 04:03:16 PDT 2020","Sun Jul 05 04:03:16 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Neutral"
"3I6NF2WGIGW97H9M439WXV3AIJB5GB","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:31 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:31 PDT 2020","","","3R6BYFZZP7CEHKVUPSRAWDP3ECCFXG","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:54:04 PDT 2020","Thu Jul 02 03:56:52 PDT 2020","Sun Jul 05 03:56:52 PDT 2020","","","","168","0% (0/0)","0% (0/0)","0% (0/0)","bible","MAT","13:55","Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas ?","Simon","94","99","Neutral"
"3I7KR83SNADXAQ7HXK7S7305BWAK9J","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:18 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:18 PDT 2020","","","304SM51WA34G8MXFQGZREFHQKZHBSL","A3T4W347Z2MNUX","Submitted","Thu Jul 02 03:36:21 PDT 2020","Thu Jul 02 03:36:31 PDT 2020","Sun Jul 05 03:36:31 PDT 2020","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","bible","1CO","14:34","let your wives keep silent in the assemblies, for it has not been permitted for them to speak; but let them be in subjection, as the law also says.","assemblies","34","44","Neutral"
"3I7KR83SNADXAQ7HXK7S7305BWAK9J","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:18 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:18 PDT 2020","","","37C0GNLMHF340LX2XZNU809Y5VXD69","A2H0VR477QHYO7","Submitted","Thu Jul 02 03:54:58 PDT 2020","Thu Jul 02 03:55:13 PDT 2020","Sun Jul 05 03:55:13 PDT 2020","","","","15","95% (35/37)","0% (0/0)","0% (0/0)","bible","1CO","14:34","let your wives keep silent in the assemblies, for it has not been permitted for them to speak; but let them be in subjection, as the law also says.","assemblies","34","44","Neutral"
"3I7KR83SNADXAQ7HXK7S7305BWAK9J","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:18 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:18 PDT 2020","","","39N5ACM9HEN0712Q0FH1S4HP9F6P98","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:28:53 PDT 2020","Thu Jul 02 03:30:57 PDT 2020","Sun Jul 05 03:30:57 PDT 2020","","","","124","0% (0/0)","0% (0/0)","0% (0/0)","bible","1CO","14:34","let your wives keep silent in the assemblies, for it has not been permitted for them to speak; but let them be in subjection, as the law also says.","assemblies","34","44","Neutral"
