HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject,,,,,,,,,,
3XU80RHWHZGBZIC2VXOLJE0TSKW44B,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:09 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:09 PDT 2020,,,3DZQRBDBSLFB5RT2BNKLWWJEWPN3S5,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:13 PDT 2020,Tue Jul 07 06:40:15 PDT 2020,Fri Jul 10 06:40:15 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1166548.nxml,2,"In one study using CF mice on different genetic backgrounds, a region on mouse chromosome 7 was shown to ameliorate intestinal blockage and the effect was in part due to a calcium-regulated Cl-channel which compensated for loss of CFTR function [16,17].",effect,306,312,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3R5OYNIC2C9H5WDB8IHHUKNGZF8PTI,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:38 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:38 PDT 2020,,,39PAAFCODM0WW080KXVHPW7JPSTTVG,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:15 PDT 2020,Tue Jul 07 06:40:17 PDT 2020,Fri Jul 10 06:40:17 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-4-_-341451.nxml,2,"Our results showed that cholesterol deficiency, caused by loss of Dhcr7 activity, did not alter lung branching morphogenesis (early gestational stages, E9.5 to E14.5).",results,103,110,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
306996CF6WKESI0SNUF6TUZWQS31B1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:07 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:07 PDT 2020,,,3RYC5T2D73T6B1YCUWHNJPHJFJVRPG,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:17 PDT 2020,Tue Jul 07 06:40:19 PDT 2020,Fri Jul 10 06:40:19 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-4-_-149366.nxml,6,In the ear [4] as well as elsewhere [10] neurotrophins are progressively downregulated in postnatal mammals and possibly replaced by other factors [11].,ear,973,976,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
32CAVSKPCEPTOH9YNLW1YKRKFD9U1A,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:07 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:07 PDT 2020,,,3GS6S824SQXBGC3LDBE12ZK57J9WNS,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:20 PDT 2020,Tue Jul 07 06:40:22 PDT 2020,Fri Jul 10 06:40:22 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Cancer-5-_-1310620.nxml,2,The maintained correlation of E2F1 with DNA repair and antioxidant genes in BC individuals suggests that this function is more tightly controlled in the population and does not play a role in determination of risk for BC.,correlation,228,239,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
37SDSEDIN92VQK2LKIVW2S9VIMI182,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:05 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:05 PDT 2020,,,3WR9XG3T63BA4PSENYRTBAFONB6474,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:22 PDT 2020,Tue Jul 07 06:40:25 PDT 2020,Fri Jul 10 06:40:25 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-9-1584259.nxml,4,"APC also interacts with a multitude of other cellular proteins, including axin-2 (AXIN2), plakoglobin (JUP), Asef (ARHGEF4), kinesin superfamily‚Äìassociated protein 3 (KIFAP3), EB1 (MAPRE1), microtubules, and the human homolog of Drosophila discs large (DLG1).",discs,647,652,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3PZDSVZ3J5HXLQM8D23HIN6TJ1QN4O,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:34 PDT 2020,,,3YGXWBAF70HGG6NAEFZ4RW72OMX4CX,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:25 PDT 2020,Tue Jul 07 06:40:27 PDT 2020,Fri Jul 10 06:40:27 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Genome Biol-4-11-329117.nxml,2,"These data provide tentative locations of a large set of promoter regions, allowing computational searches for shared sequence motifs that might be involved in the intriguing transcriptional regulation of olfactory receptors.",locations,149,158,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3Z3R5YC0P3N5EJOHUFLCIQ9CX9LTFJ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:56 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:56 PDT 2020,,,3G2UL9A02DEOJCWS6MK888Z2J2C76S,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:28 PDT 2020,Tue Jul 07 06:40:30 PDT 2020,Fri Jul 10 06:40:30 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1208879.nxml,1,The PAX6 protein is a member of the PAX (paired-box) family of transcriptional regulators and is essential for normal ocular and neural development [1].,regulators,79,89,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
36FQTHX3Z3RA2LE7AYTPHNETOCG3BU,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:33 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:33 PDT 2020,,,32SCWG5HIH4DPI0S28EP8UQNJWHP6G,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:31 PDT 2020,Tue Jul 07 06:40:32 PDT 2020,Fri Jul 10 06:40:32 PDT 2020,,,,1,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1166548.nxml,1,Previous work using human patients and genetically altered mice has identified some modifier genes and have advanced our understanding of CF pathophysiology [4].,understanding,121,134,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
33J5JKFMK6YX6RGWTGQFCC9SACI3Q7,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:04 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:04 PDT 2020,,,3HMVI3QICJSCRARWNPYRQPSIFQ51YP,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:33 PDT 2020,Tue Jul 07 06:40:34 PDT 2020,Fri Jul 10 06:40:34 PDT 2020,,,,1,99% (388/391),100% (315/315),100% (315/315),biomed,Breast Cancer Res-3-5-138691.nxml,5,"This result could mean that regulatory factors, such as BRCA2, are required to suppress RAD51‚ÄìdsDNA interactions to prevent sequestration of RAD51 in a nonfunctional form.",result,702,708,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
37ZQELHEQ0YDPGBEJ63D4HNT5SBMNI,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:14 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:14 PDT 2020,,,3IQ1VMJRYTKTKXWOBWZ429SUABQA9X,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:35 PDT 2020,Tue Jul 07 06:40:37 PDT 2020,Fri Jul 10 06:40:37 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-33-18-1253828.nxml,4,"Exposure of cultured cells to cadmium causes a decrease in, and destruction of, cellular contact proteins and the actin cytoskeleton (59).",contact,622,629,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
31KPKEKW4ADELTFARBB6FPGML0WB07,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:41 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:41 PDT 2020,,,3RJSC4XJ10UEIXWUG4PU1NBFFTV50A,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:46 PDT 2020,Tue Jul 07 06:40:50 PDT 2020,Fri Jul 10 06:40:50 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-6-1904370.nxml,2,"Itpr1 is coupled to Ca2+ channels and facilitates Ca2+ release from the endoplasmic reticulum after binding by the intracellular second messenger inositol 1,4,5-triphosphate [9].",reticulum,309,318,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3E24UO25QZQTIYQYX5W9UAQC521O6P,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:51 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:51 PDT 2020,,,30ZX6P7VF8VTL6ETKTX2LLNZUSA2JD,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:51 PDT 2020,Tue Jul 07 06:40:54 PDT 2020,Fri Jul 10 06:40:54 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med Genet-7-_-1448208.nxml,8,"The overall incidence of MSUD in the general population is 1:185,000 [1], and in certain population groups, such as Mennonites of Pennsylvania, the incidence is estimated to be as high as 1:176 [2].",groups,900,906,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3RWB1RTQDJNY7CLN5K6M3ORTL2N8PC,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:34 PDT 2020,,,3M1CVSFP605ZCWDASYAQO4IJKBUAQJ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:54 PDT 2020,Tue Jul 07 06:40:56 PDT 2020,Fri Jul 10 06:40:56 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-11-1283373.nxml,2,"Lateral inhibitory circuits were postulated, in analogy to retina [34,35], to mediate contrast enhancement [24], for which physiological recordings [24,36,37] and modeling data, based on the well-known anatomy [29], provide additional support.",modeling,342,350,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3M93N4X8HKNK4LXYO577NJ5IOXOJSN,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:56 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:56 PDT 2020,,,34T446B1C0EZHI59VEC2FTHP7AH0CD,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:40:57 PDT 2020,Tue Jul 07 06:41:00 PDT 2020,Fri Jul 10 06:41:00 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-4-1857728.nxml,1,"Vertebrates also have DM domain genes, and analysis to date, although limited, has shown that these genes also control sexual differentiation.",Vertebrates,0,11,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
31GECDVA9JM3TSKUX9AFDA4LK2766I,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:38 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:38 PDT 2020,,,3LOZAJ85YDDUGQJI1XC3CUVE5QP2X1,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:00 PDT 2020,Tue Jul 07 06:41:02 PDT 2020,Fri Jul 10 06:41:02 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-5-7-1914394.nxml,1,Activating E2fs may also promote apoptosis in the Rb KO retina (Figure 1B).,Figure,64,70,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
391JB9X4ZY8CHAQBMTBXCP6PBX6MKD,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:13 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:13 PDT 2020,,,3EICBYG644W6JO6VHMM8XYWL6JNCJW,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:03 PDT 2020,Tue Jul 07 06:41:05 PDT 2020,Fri Jul 10 06:41:05 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-6-1904370.nxml,4,The data provided by these approaches provide compelling evidence that heterozygous deletion of ITPR1 causes SCA15.,deletion,578,586,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3R6RZGK0XFCQR29140DF8T4D05RYV1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:06 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:06 PDT 2020,,,3IAS3U3I0FGN3NGHW1KLNX4MMN1B21,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:05 PDT 2020,Tue Jul 07 06:41:08 PDT 2020,Fri Jul 10 06:41:08 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-4-1074790.nxml,8,"Indeed, the relative contribution of increased triglyceride synthesis rates to the steatotic phenotype cannot be fully discerned from our data, given that this response could reflect the direct effects of PGC-1Œ± deficiency on target genes or a secondary compensatory response to hepatocyte fatty acid accumulation.",acid,1305,1309,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3J6BHNX0U9SIZSBBYUQXP4VPGNGKNB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:34 PDT 2020,,,3C8HJ7UOP7U9SPNQCXJ8OOPNJV4MZ9,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:08 PDT 2020,Tue Jul 07 06:41:11 PDT 2020,Fri Jul 10 06:41:11 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-11-1657042.nxml,6,"Such aggregates, which are often found at the nuclear periphery, are also revealed by DAPI staining as a typical signature of p150CAF-1 loss-of-function.",signature,1096,1105,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
36FFXPMST9O9FNAFTONDR1F2EGHOHQ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:59 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:59 PDT 2020,,,3P529IW9KYLJHQE5B9OMLJUG7LKFLC,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:11 PDT 2020,Tue Jul 07 06:41:13 PDT 2020,Fri Jul 10 06:41:13 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-4-_-149366.nxml,1,The long term retention of afferents in the cochlear apex in the absence of any apparent differentiation of hair cells raises hopes for cochlear implants in deaf-born children.,hair,108,112,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
34R0BODSP1ZBN3DVY8J8XSIY55KE5V,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:47 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:47 PDT 2020,,,3LWJHTCVCCMU8NUI3EWI25TAHR7FQ1,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:13 PDT 2020,Tue Jul 07 06:41:16 PDT 2020,Fri Jul 10 06:41:16 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-6-1904370.nxml,6,"Second, we cannot rule out the existence of an alternate start site for ITPR1 that may result in a product that confers a pathogenic gain of function to the protein; however, Western blot analysis of cells derived from affected AUS1 family members, which was performed using an antibody raised against the C-terminal portion of ITPR1, failed to identify any disease-specific truncated protein products.",start,915,920,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3ZQA3IO31BRYBCP1RZKSZEZVXRM1O5,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:16 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:16 PDT 2020,,,3OWEPKL089CWQX2K536PAJLOES1N7I,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:16 PDT 2020,Tue Jul 07 06:41:19 PDT 2020,Fri Jul 10 06:41:19 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,7,"In transfected CHO cells, alphaB has also been shown to ectopically localize to interphase nuclei, suggesting a role for this protein in the nucleus [19].",nucleus,1031,1038,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3K2CEDRACB1BKTGYG2PPDGTLUAXMTJ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:17 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:17 PDT 2020,,,3X66WABAJWI8FMKBGNQ47I0B8ET3GL,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:19 PDT 2020,Tue Jul 07 06:41:21 PDT 2020,Fri Jul 10 06:41:21 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-12-529315.nxml,5,"Previous studies with exogenous or local applications of NT-3 to developing primary sensory axons have indicated that this neurotrophin can attract and induce axonal branching (Ulupƒ±nar et al. 2000; √ñzdinler and Erzurumlu 2001, √ñzdinler et al. 2004).",applications,607,619,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3V0TR1NRVA2Q17SJ4YYCWHMTKUS4AM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:12 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:12 PDT 2020,,,3M81GAB8A0J4V6I2YCAMJF2P2TFBQF,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:21 PDT 2020,Tue Jul 07 06:41:23 PDT 2020,Fri Jul 10 06:41:23 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Med-2-12-1322285.nxml,4,"Transgenic expression of APPswe/ind and consequent overproduction of AŒ≤42 cause early-onset amyloid deposition in untreated mice, in which deposits appear as early as 2 mo of age.",overproduction,549,563,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3BKZLF990ZZYMUDKI1J52655JDCQYZ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:57 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:57 PDT 2020,,,3E337GFOL98FJQDLY6AJGWYHDVKNGL,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:24 PDT 2020,Tue Jul 07 06:41:26 PDT 2020,Fri Jul 10 06:41:26 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,2,Anterior epithelial staining in 5 wk old alphaA/BKO (Figure 3A) and 5 wk old wild type lenses were similar (Figure 3K) with respect to nuclear staining with SYTOX green.,respect,302,309,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3XU9MCX6VOC8XAZD2V1AYSE50KJR2K,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:58 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:58 PDT 2020,,,3ZOTGHDK5IB0RGMOUL4DKZHPRGJSOP,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:26 PDT 2020,Tue Jul 07 06:41:28 PDT 2020,Fri Jul 10 06:41:28 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-8-1959384.nxml,2,We base this conclusion on two observations: (1) oocyte elimination is dependent upon DSB formation and (2) synapsis is normal in spermatocytes of adult testes.,testes,294,300,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3TTPFEFXCTKJQH4BTS1JA1TBTGO6HK,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:06 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:06 PDT 2020,,,3OVR4I9USPJKA7XTJX0ZB1WJS1YQ4O,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:28 PDT 2020,Tue Jul 07 06:41:30 PDT 2020,Fri Jul 10 06:41:30 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1635039.nxml,2,Our data suggest that ALK5 is required cell autonomously in the NC to mediate non-redundant signaling events that are essential for appropriate patterning of the pharyngeal organs and cardiac OFT.,patterning,271,281,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3WPCIUYH1A88GZAL39QMUQ6RLW5DTS,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:43 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:43 PDT 2020,,,3YOH7BII097XTHIDQOHPO5KN6F3VKD,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:30 PDT 2020,Tue Jul 07 06:41:32 PDT 2020,Fri Jul 10 06:41:32 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-5-1110896.nxml,3,"In this study, we have used mouse genetics to test this general idea, by investigating whether the precise timing of onset of ETS transcription factor signaling is essential for normal sensory neuron development.",neuron,537,543,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3W9XHF7WGKVGU5GVVQC9Y31H552TKL,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:59 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:59 PDT 2020,,,34FNN24DCM9BFSSFOC03TF5ZR6AY54,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:32 PDT 2020,Tue Jul 07 06:41:35 PDT 2020,Fri Jul 10 06:41:35 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med Genet-7-_-1448208.nxml,3,"However, these patients are now required to take immunosuppressant drugs for the rest of their lives, often with undesirable side effects.",lives,429,434,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3G3AJKPCXLSRXPQMK4CSZ340NLUY4P,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:55 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:55 PDT 2020,,,34X6J5FLPTYADPGEM4N3H3L2AYOQJF,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:35 PDT 2020,Tue Jul 07 06:41:37 PDT 2020,Fri Jul 10 06:41:37 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biochem-4-_-194730.nxml,2,"Annexin A7 translocates to membranes in a Ca2+-dependent fashion and, when intracellular Ca2+ levels rise, sequentially redistributes to the plasma and the nuclear membrane as well as to intracellular vesicles.",vesicles,407,415,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
